UF;Microrregião;Variável;Quartel;Ano;Nível;Território;Produto;Produtividade (Área Colhida);Qtde Produzida;Área Colhida;Área Plantada
PA;Redenção;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;26,926530612;6597;245;245
RR;Nordeste de Roraima;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;4,818181818;106;22;22
TO;Porto Nacional;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;79,950526741;2572728;32179;32179
TO;Dianópolis;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;38,585651537;26354;683;683
GO+DF;Entorno de Brasília;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;77,809557439;2644280;33984;33984
MS;Campo Grande;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;61,119542475;876332;14338;14338
MT;Alto Paraguai;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;69,090909091;76000;1100;1100
MT;Paranatinga;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;23,125;1110;48;48
MT;Tesouro;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;24,834024896;5985;241;241
MT;Colíder;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;20;800;40;40
MT;Sinop;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;16,666666667;1250;75;75
MT;Norte Araguaia;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;20;400;20;20
AL;Maceió;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;65,895841557;2838068;43069;43069
AL;Mata Alagoana;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;60,377714474;5510674;91270;91270
BA;Barra;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;29,679012346;36060;1215;1215
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;31,881118881;4559;143;143
AM;Juruá;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;40,639175258;3942;97;97
AM;Rio Negro;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;48;48;1;1
RO;Guajará-Mirim;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;71;1136;16;31
ES;Afonso Cláudio;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;40,389473684;3837;95;95
ES;Cachoeiro de Itapemirim;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;42,558139535;18300;430;430
ES;Vitória;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;40,728813559;12015;295;295
RJ;Baía da Ilha Grande;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;12,210526316;1160;95;95
RJ;Itaperuna;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;60;32700;545;545
RJ;Macaé;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;39,545454545;13050;330;330
RJ;Rio de Janeiro;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;32,705660377;17334;530;530
RJ;Vale do Paraíba Fluminense;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;64,990610329;27686;426;426
SP;Auriflama;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;67,599954703;2686287;39738;39738
SP;Capão Bonito;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;64,700854701;7570;117;117
SP;Itapeva;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;77,490636704;413800;5340;5340
SP;São Paulo;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;20;200;10;10
SP;Tatuí;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;78,059739361;3384280;43355;43355
PR;Jacarezinho;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;103,600425080;4874400;47050;47050
PR;Londrina;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;70,218665638;182077;2593;2593
RS;Cachoeira do Sul;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;34,370370370;13920;405;405
RS;Caxias do Sul;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;36,926829268;7570;205;205
RS;Cerro Largo;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;53,138528139;85925;1617;1617
RS;Cruz Alta;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;63,805914972;34519;541;541
RS;Sananduva;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;71,953488372;15470;215;215
PR;Francisco Beltrão;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;56,301775148;28545;507;507
PR;Maringá;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;76,197698990;649052;8518;8518
PR;Pato Branco;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;48,695652174;16800;345;345
PR;Wenceslau Braz;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;88,053691275;131200;1490;1490
SC;Chapecó;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;54,144265233;60425;1116;1116
SC;Joinville;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;47,563752277;52225;1098;1098
SC;Tijucas;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;35;420;12;12
SC;Tubarão;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;47,614770459;23855;501;501
MT;Tangará da Serra;Quantidade Produzida;Q2;2016;BRASIL;BRASIL;Cana-de-Açúcar;71,717336132;8336208;116237;118737
SP;Batatais;Quantidade Produzida;Q2;2016;BRASIL;BRASIL;Cana-de-Açúcar;77,628418043;8661546;111577;111577
SP;Dracena;Quantidade Produzida;Q2;2016;BRASIL;BRASIL;Cana-de-Açúcar;73,315940313;7060545;96303;96303
SP;Piracicaba;Quantidade Produzida;Q2;2016;BRASIL;BRASIL;Cana-de-Açúcar;67,842780126;10142767;149504;149504
SP;São João da Boa Vista;Quantidade Produzida;Q2;2016;BRASIL;BRASIL;Cana-de-Açúcar;88,609727034;8031054;90634;90634
PR;Paranavaí;Quantidade Produzida;Q2;2016;BRASIL;BRASIL;Cana-de-Açúcar;69,687585458;10397109;149196;149196
SP;Araçatuba;Quantidade Produzida;Q3;2016;BRASIL;BRASIL;Cana-de-Açúcar;74,229797476;13385414;180324;180324
SP;Assis;Quantidade Produzida;Q3;2016;BRASIL;BRASIL;Cana-de-Açúcar;73,443952631;18351367;249869;249869
SP;Barretos;Quantidade Produzida;Q3;2016;BRASIL;BRASIL;Cana-de-Açúcar;86,053639847;11230000;130500;130500
SP;Jaboticabal;Quantidade Produzida;Q4;2016;BRASIL;BRASIL;Cana-de-Açúcar;83,017229448;23393010;281785;281785
