UF;Microrregião;Variável;Quartel;Ano;Nível;Território;Produto;Produtividade (Área Colhida);Qtde Produzida;Área Colhida;Área Plantada
PI;Chapadas do Extremo Sul Piauiense;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;43,67346939;4280;98;98
PI;Picos;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;35,40184758;15329;433;433
PI;Teresina;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;55,11081938;608699;11045;11045
PI;Floriano;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;36,89473684;2804;76;76
PI;Valença do Piauí;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;29,44456522;27089;920;920
PI;Baixo Parnaíba Piauiense;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;48,68446602;100290;2060;2060
PI;Litoral Piauiense;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;54,27866242;34087;628;628
PI;Alto Parnaíba Piauiense;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;55;4675;85;85
PI;Alto Médio Gurguéia;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;54,45255475;22380;411;411
PR;Cornélio Procópio;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;79,80031666;1260047;15790;15790
PR;Cianorte;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;70,94047267;1440801;20310;20310
PR;Goioerê;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;70,15100895;524940;7483;7546
PR;Campo Mourão;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;85,05471856;812953;9558;9558
PR;Faxinal;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;79,66187185;426430;5353;5353
PR;Ibaiti;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;69,62289562;516950;7425;7425
PR;Cascavel;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;43,90163934;26780;610;610
PR;Palmas;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;40;120;3;3
PR;Prudentópolis;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;12,95652174;2980;230;230
PR;Floraí;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;67,72136512;144856;2139;2139
PR;Ivaiporã;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;96,27394636;552805;5742;5742
PR;Foz do Iguaçu;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;45;19800;440;440
PR;Capanema;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;48,02631579;18250;380;380
PR;Pitanga;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;50;850;17;17
PR;Cerro Azul;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;31,11111111;3360;108;108
PR;Curitiba;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;30;150;5;5
PR;Assaí;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;87,05597015;116655;1340;1340
PR;Apucarana;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;78,42815033;106427;1357;1357
PR;Guarapuava;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;27,12374582;8110;299;301
PR;Porecatu;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;66,56376167;1226637;18428;18428
PR;Toledo;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;59,65909091;26250;440;440
PR;Umuarama;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;61,01996167;382107;6262;6262
PR;Astorga;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;70,46955107;2166234;30740;30740
PR;Paranaguá;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;40,45393258;18002;445;445
PR;Jaguariaíva;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;20;1060;53;53
PR;Jacarezinho;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;70,41044776;1887000;26800;26800
PR;Londrina;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;100,8958126;404794;4012;4012
PR;Francisco Beltrão;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;43,9829303;30920;703;703
PR;Maringá;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;77,31315617;471301;6096;6096
PR;Paranavaí;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;73,81490327;927189;12561;12579
PR;Pato Branco;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;40;4600;115;115
PR;Wenceslau Braz;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;63,79844961;41150;645;645
RJ;Santo Antônio de Pádua;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;41,85948675;199000;4754;4754
RJ;Nova Friburgo;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;25;425;17;17
RJ;Vassouras;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;37,42857143;5240;140;140
RJ;Macacu-Caceribu;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;40;400;10;10
RJ;Itaguaí;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;28;5880;210;210
RJ;Campos dos Goytacazes;Quantidade Produzida;Q3;1992;BRASIL;BRASIL;Cana-de-Açúcar;38,26420891;4982000;130200;130200
RJ;Barra do Piraí;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;39,45736434;10180;258;258
RJ;Lagos;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;46,63816382;414520;8888;8888
RJ;Cantagalo-Cordeiro;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;40;3680;92;92
RJ;Santa Maria Madalena;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;44,71698113;23700;530;530
RJ;Baía da Ilha Grande;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;30;4500;150;150
RJ;Itaperuna;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;38,98695319;50800;1303;1353
RJ;Macaé;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;49,55555556;1338000;27000;31500
RJ;Rio de Janeiro;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;35,75436242;26637;745;1011
RJ;Vale do Paraíba Fluminense;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;29,13461539;7575;260;260
RN;Seridó Oriental;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;30;1080;36;36
RN;Macaíba;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;49,8019802;1006000;20200;20200
RN;Médio Oeste;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;25;100;4;4
RN;Serra de São Miguel;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;20,45;8180;400;400
RN;Pau dos Ferros;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;22,02325581;9470;430;445
RN;Vale do Açu;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;30;300;10;10
RN;Litoral Sul;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;44,82882883;1244000;27750;27750
RN;Umarizal;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;20,93413174;6992;334;334
RN;Baixa Verde;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;50;16000;320;320
RN;Seridó Ocidental;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;30;2700;90;90
RN;Agreste Potiguar;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;45,76628353;23890;522;522
RN;Litoral Nordeste;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;59,48509485;219500;3690;3690
RN;Natal;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;49,35064935;19000;385;385
RO;Porto Velho;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;50;10000;200;200
RO;Ariquemes;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;48;10080;210;210
RO;Ji-Paraná;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;45;2700;60;60
RO;Colorado do Oeste;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;50;850;17;17
RR;Boa Vista;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;10;90;9;10
RR;Sudeste de Roraima;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;11,625;93;8;9
RR;Caracaraí;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;14,04166667;337;24;30
RR;Nordeste de Roraima;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;9,0625;145;16;18
RS;Santa Rosa;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;23,6347032;51760;2190;2190
RS;Erechim;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;35,44975404;50445;1423;1423
RS;Ijuí;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;27,15425532;25525;940;940
RS;Vacaria;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;14,95454546;658;44;44
RS;Santa Maria;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;28,8576779;38525;1335;1335
RS;Guaporé;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;23,97452229;15056;628;628
RS;Campanha Central;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;24;144;6;6
RS;Três Passos;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;24,94394619;33375;1338;1338
RS;Frederico Westphalen;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;24,52913644;104813;4273;4273
RS;Passo Fundo;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;27,48965517;15944;580;580
RS;Não-Me-Toque;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;37,33333333;5040;135;135
RS;Santiago;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;22,53571429;6310;280;280
RS;Restinga Seca;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;39,09803922;49850;1275;1275
RS;Gramado-Canela;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;30,76978417;21385;695;795
RS;Serras de Sudeste;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;5;20;4;4
RS;Pelotas;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;20;1200;60;60
RS;Carazinho;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;20,29869584;48250;2377;2377
RS;Santo Ângelo;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;34,23011364;60245;1760;1810
RS;Soledade;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;15,17241379;880;58;58
RS;Santa Cruz do Sul;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;20,10666667;37700;1875;1875
RS;Lajeado-Estrela;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;23,77446809;39109;1645;1645
RS;Montenegro;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;29,28306878;33207;1134;1134
RS;São Jerônimo;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;48,04597701;20900;435;435
RS;Porto Alegre;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;25,28870293;12088;478;488
RS;Osório;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;38,79166667;55860;1440;1440
RS;Camaquã;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;22,38095238;2350;105;105
RS;Campanha Ocidental;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;5;200;40;40
RS;Cachoeira do Sul;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;20,1948052;15550;770;770
RS;Caxias do Sul;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;22,75100402;11330;498;498
RS;Cerro Largo;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;56,41991925;209600;3715;3715
RS;Cruz Alta;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;40,23975155;32393;805;805
RS;Sananduva;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;41,38370119;24375;589;589
SC;Xanxerê;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;60;3000;50;50
SC;Joaçaba;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;16,50462107;8929;541;541
SC;Criciúma;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;56,32183908;24500;435;435
SC;Araranguá;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;30;7500;250;250
SC;Concórdia;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;34,90566038;18500;530;530
SC;Blumenau;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;54,19235226;93536;1726;1726
SC;Florianópolis;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;48,19762846;121940;2530;2530
SC;Tabuleiro;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;35;1120;32;32
SC;Itajaí;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;55,12723889;236992;4299;4569
SC;Chapecó;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;50,96774194;31600;620;620
SC;Joinville;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;52,58064516;40750;775;775
SC;Tijucas;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;81,75168919;241985;2960;2960
SC;Tubarão;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;36,84300341;43180;1172;1172
SE;Baixo Cotinguiba;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;72,52958398;470717;6490;6490
SE;Boquim;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;46;552;12;12
SE;Cotinguiba;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;44,32853598;178644;4030;4030
SE;Propriá;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;38;159220;4190;4190
SE;Japaratuba;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;50,00031348;638004;12760;13260
SE;Aracaju;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;72,53101266;114599;1580;1580
SE;Nossa Senhora das Dores;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;38,46426044;54350;1413;1413
SE;Agreste de Itabaiana;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;69,16438356;50490;730;730
SP;Jales;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;80,31215162;72040;897;897
SP;Adamantina;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;71,13415462;1362717;19157;19157
SP;São José dos Campos;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;56,43026005;47740;846;846
SP;Birigui;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;74,0305448;2867203;38730;38730
SP;São José do Rio Preto;Quantidade Produzida;Q3;1992;BRASIL;BRASIL;Cana-de-Açúcar;84,00851602;3916309;46618;46624
SP;Catanduva;Quantidade Produzida;Q3;1992;BRASIL;BRASIL;Cana-de-Açúcar;70,36380597;4299510;61104;61104
SP;São Joaquim da Barra;Quantidade Produzida;Q3;1992;BRASIL;BRASIL;Cana-de-Açúcar;79,02136111;8375237;105987;105987
SP;Amparo;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;98,24599709;134990;1374;1374
SP;Andradina;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;75,75890123;866000;11431;11431
SP;Bragança Paulista;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;62,43923611;35965;576;576
SP;Campos do Jordão;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;30;900;30;30
SP;Itapetininga;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;70;185500;2650;2650
SP;Novo Horizonte;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;73,58695652;1354000;18400;18400
SP;Paraibuna/Paraitinga;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;35,71428571;5000;140;140
SP;Registro;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;60;4200;70;70
SP;Ribeirão Preto;Quantidade Produzida;Q4;1992;BRASIL;BRASIL;Cana-de-Açúcar;79,42968043;16677850;209970;209970
SP;Araraquara;Quantidade Produzida;Q4;1992;BRASIL;BRASIL;Cana-de-Açúcar;72,7674742;9942220;136630;136630
SP;Campinas;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;65,76275194;3337920;50757;50757
SP;Pirassununga;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;85,17537142;1668330;19587;19587
SP;Presidente Prudente;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;68,80588197;3202845;46549;46549
SP;Limeira;Quantidade Produzida;Q3;1992;BRASIL;BRASIL;Cana-de-Açúcar;79,624522;5934336;74529;74529
SP;Jaú;Quantidade Produzida;Q4;1992;BRASIL;BRASIL;Cana-de-Açúcar;77,47226387;12918500;166750;166750
SP;Bauru;Quantidade Produzida;Q3;1992;BRASIL;BRASIL;Cana-de-Açúcar;72,52863118;5028410;69330;69330
SP;Araçatuba;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;77,82303741;3544995;45552;45552
SP;Batatais;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;77,54901961;1977500;25500;25500
SP;São João da Boa Vista;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;84,7790324;2875620;33919;33921
SP;Tatuí;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;88,63133816;2324800;26230;26230
SP;Assis;Quantidade Produzida;Q3;1992;BRASIL;BRASIL;Cana-de-Açúcar;77,64010682;8605940;110844;110844
SP;Jaboticabal;Quantidade Produzida;Q4;1992;BRASIL;BRASIL;Cana-de-Açúcar;85,43895522;12472635;145983;145983
SP;Piracicaba;Quantidade Produzida;Q4;1992;BRASIL;BRASIL;Cana-de-Açúcar;72,24371069;9189400;127200;127200
SP;Botucatu;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;77,07165859;2560860;33227;33227
SP;Fernandópolis;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;77,14029422;429980;5574;5574
SP;Votuporanga;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;87,87878788;43500;495;495
SP;Nhandeara;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;78,12228797;356472;4563;4563
SP;Franca;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;98,78787879;97800;990;990
SP;Lins;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;77,14770371;1227960;15917;15917
SP;Avaré;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;73,18304172;1087500;14860;14860
SP;Tupã;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;69,30232558;149000;2150;2150
SP;Marília;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;68,71701547;755200;10990;10990
SP;Guaratinguetá;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;60;30000;500;500
SP;Ituverava;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;73,7109375;1887000;25600;25600
SP;São Carlos;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;78,60114778;2739250;34850;34850
SP;Rio Claro;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;73,62692244;2206967;29975;29975
SP;Moji Mirim;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;76,47826087;2638500;34500;34500
SP;Ourinhos;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;78,35696328;3334794;42559;42559
SP;Sorocaba;Quantidade Produzida;Q2;1992;BRASIL;BRASIL;Cana-de-Açúcar;73,04464504;1497050;20495;20495
SP;Auriflama;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;85,00107527;395255;4650;4650
SP;Barretos;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;93,63817097;471000;5030;5030
SP;Capão Bonito;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;42;4200;100;100
SP;Dracena;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;70;215950;3085;3100
SP;Itapeva;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;69,82926829;143150;2050;2050
TO;Gurupi;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;32;2880;90;90
TO;Jalapão;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;30,2173913;2780;92;92
TO;Rio Formoso;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;30,54054054;1130;37;37
TO;Araguaína;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;32,5;650;20;20
TO;Porto Nacional;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;30,53571429;1710;56;56
TO;Dianópolis;Quantidade Produzida;Q1;1992;BRASIL;BRASIL;Cana-de-Açúcar;39,00161031;121100;3105;3605
AC;Sena Madureira;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;30;1140;38;38
AC;Tarauacá;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;40;920;23;23
AC;Rio Branco;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;23,98577236;11801;492;492
AC;Brasiléia;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;44,44444444;800;18;18
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;30;4200;140;140
AL;Palmeira dos Índios;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;34,61160714;46518;1344;1344
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;40,47963659;646055;15960;15960
AL;Arapiraca;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;37,09898698;256354;6910;6910
AL;Penedo;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;41,31053902;513490;12430;12430
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;40,635708;924056;22740;22740
AL;São Miguel dos Campos;Quantidade Produzida;Q3;1993;BRASIL;BRASIL;Cana-de-Açúcar;40,09320682;4774700;119090;119090
AL;Mata Alagoana;Quantidade Produzida;Q3;1993;BRASIL;BRASIL;Cana-de-Açúcar;40,44044438;4404571;108915;108915
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;27;15120;560;560
AL;Maceió;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;38,79728557;1340679;34556;34556
AM;Parintins;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;34,87837838;64525;1850;1850
AM;Alto Solimões;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;29,06382979;1366;47;59
AM;Purus;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;17,03125;1635;96;96
AM;Rio Preto da Eva;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;35;35000;1000;1000
AM;Coari;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;37,38095238;1570;42;49
AM;Japurá;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;70;2100;30;30
AM;Juruá;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;37,125;1485;40;40
AM;Manaus;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;18,38461539;478;26;28
AM;Rio Negro;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;25;250;10;10
AP;Mazagão;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;16;160;10;10
BA;Vitória da Conquista;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;51,2715655;128384;2504;2504
BA;Ilhéus-Itabuna;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;37,34573699;103373;2768;2768
BA;Porto Seguro;Quantidade Produzida;Q1;1993;BRASIL;BRASIL;Cana-de-Açúcar;44,5551667;241890;5429;6929
